,comment,title,rating
450,"This is a very long boulevard VERY LONG.  It seems to be quite a traffic jam most days, BUT on Sunday it becomes a beautiful urban oasis of loveliness because it is closed to motorized traffic!!!  WE were fortunate that our hotel had free loaner...",must visit on a Sunday,50
451,"Reforma is a really long street, if you walk around you can find some nice building, shopping centers and some cultural places
You will also See the angel of the independence which is a symbol of mexico city",Reforma,40
452,"Really enjoyed the afternoon here, free (and quality) live music, bustling street markets, delicious street food and just a really fun, friendly atmosphere.Especially exciting on weekends.","Loved it! the vibe, atmosphere and buzz on a weekend is great!",40
453,We visited this our first day. One of the must see places. Beautiful and full of history. Had hot chocolate and churros at a place near there that was to die for.,Angel statue.,50
454,"I liked this avenue because it is clean, you can stop at the shops and cafes and keep going or even take a bus.  I was surprised at how clean and safe Mexico City was.  We only read about the crime and killings so it...",Nice Boulevard,50
455,There is so much to see and do on this beautiful avenue.  Its safe with wide paths and segregated roads.  markets and events on the weekend.,Sunny day stroll,50
456,"This place was very accessible on Sunday, we walked about 3 miles and we did not get tired, we tried to do that again on Monday and it was a chaos with cars trying to run over you , very polluted on Monday and we...",Great place to exercise and see things,40
457,"No visit to Mexico City is complete unless you take a long walk through the lucius Paseo de la Reforma on a Sunday's morning, when it is closed to motorized vehicles.  You can also rent a bike.    

An easy, enjoyable walk is for example starting...",Sunday's stroll,50
458,"I enjoyed walking from the Historic Center to  the Angle de Independence . Many people said it was too far , but if you enjoy walking ---do it. From the Zocalo it took 2-3 hours to walk to the  Angle de Independence  and back. You...",A great safe place to walk.,40
459,"I just love the way Mexico City closes Reforma down to vehicle traffic on Sunday mornings for families to enjoy.  Everywhere you look are exercise groups and people walking, cycling & rollerblading.

Many major cuties in Mexico do this and it is brilliant!",Sundays are the best,40
460,This is the safest street in Mexico City and has most things near. On one day a week they close the road from traffic to allow runners and cyclists to use it.,Safe street and very busy.,50
461,"They close it down on sundays so that people can ride their bikes, run, walk their pets, etc. So it´s really cool. There you´ll see the Angel, La Diana and if you continue walking, you´ll reach  Castillo de Chapultepec. Great!",closed on sundays before noon!,50
462,"Lots of traffic (and police) on this busy thoroughfare, but they close parts on Sundays until 2 pm for pedestrian enjoyment. Good selection of shops, but watch out for the protestors that may be nearby.",Frenetic day and night,40
463,i decided to take a walk at night and enjoyed a lot the colours of the differents monuments along and restaurants and 24 hours sanbors stores make feel living in a city that never sleep,walking on a splendid avenue,40
464,"It was amazing the colorful displays that filled the Reforma. very lively and pleasant to to such imagination and colorful displays. Really enjoyed Walking the area ,full of life and I felt safe.",Artist displays,40
465,"As one of the main arteries of the city, this avenue takes on a nice journey of some of the nicer parts of the city (closer to the independence angel monument) with great things to discover on the side streets.",Great avenue to walk and enjoy the different sights and sounds of the city,50
466,This is an amazing place to take an evening stroll and enjoy all of the little buildings and statues as well as monuments. I love walking up and down and it's very safe. People are friendly.,Great Walking!,40
467,"This is not only an important monument of the City but on a beautiful day it's really nice to walk around it. I had the chance to see it on a car free Sunday, I guess this is some initiative to have less traffic at...",Worth seeing ,50
468,See above title. Not too much more to add.  The prices in the market are lower than the covered market.,Lovely place to walk and sit and good market. ,20
469,"Much of Paseo de la Reforma was closed on Sunday, October 30th for runners and cyclists. There were also a great deal of vendors. 

It was nice to see the active side of the city!",Cool Street,40
470,Nice statue to visit and great vieuw from the top of the statue. French style column with golden angel on top,Visit to the centre of Mexico city,30
471,"This paseo is not a great walking route, because the car traffic is horrendous. At each circle, pedestrians need to interact with the traffic. Too bad pedestrians are not more protected. Be careful. Otherwise, the sculptures and cultural displays were nice, as were the trees.","Busy, busy city!",20
